PHASE 3 - MECHANICAL RESPONSE LOG
Inertia + Friction Effects
============================================================

MODEL A: No friction
Damping coefficient: 0.0
Moment of inertia  : 0.0480 kg.m2
    Time |   Command |     Angle |   Velocity |    Torque
   4.630 |    90.000 |    81.997 |     18.000 |    0.4504
   4.640 |    90.000 |    82.177 |     18.000 |    0.4405
   4.650 |    90.000 |    82.357 |     18.000 |    0.4305
   4.660 |    90.000 |    82.537 |     18.000 |    0.4206
   4.670 |    90.000 |    82.717 |     18.000 |    0.4106
   4.680 |    90.000 |    82.897 |     18.000 |    0.4007
   4.690 |    90.000 |    83.077 |     18.000 |    0.3907
   4.700 |    90.000 |    83.257 |     18.000 |    0.3808
   4.710 |    90.000 |    83.437 |     18.000 |    0.3709
   4.720 |    90.000 |    83.617 |     18.000 |    0.3609
   4.730 |    90.000 |    83.797 |     18.000 |    0.3510
   4.740 |    90.000 |    83.977 |     18.000 |    0.3411
   4.750 |    90.000 |    84.157 |     18.000 |    0.3312
   4.760 |    90.000 |    84.337 |     18.000 |    0.3212
   4.770 |    90.000 |    84.517 |     18.000 |    0.3113
   4.780 |    90.000 |    84.697 |     18.000 |    0.3014
   4.790 |    90.000 |    84.877 |     18.000 |    0.2915
   4.800 |    90.000 |    85.057 |     18.000 |    0.2816
   4.810 |    90.000 |    85.237 |     18.000 |    0.2717
   4.820 |    90.000 |    85.417 |     18.000 |    0.2617
   4.830 |    90.000 |    85.597 |     18.000 |    0.2518
   4.840 |    90.000 |    85.777 |     18.000 |    0.2419
   4.850 |    90.000 |    85.957 |     18.000 |    0.2320
   4.860 |    90.000 |    86.137 |     18.000 |    0.2221
   4.870 |    90.000 |    86.317 |     18.000 |    0.2122
   4.880 |    90.000 |    86.497 |     18.000 |    0.2023
   4.890 |    90.000 |    86.677 |     18.000 |    0.1924
   4.900 |    90.000 |    86.857 |     18.000 |    0.1825
   4.910 |    90.000 |    87.037 |     18.000 |    0.1726
   4.920 |    90.000 |    87.217 |     18.000 |    0.1627
   4.930 |    90.000 |    87.397 |     18.000 |    0.1528
   4.940 |    90.000 |    87.577 |     18.000 |    0.1430
   4.950 |    90.000 |    87.757 |     18.000 |    0.1331
   4.960 |    90.000 |    87.937 |     18.000 |    0.1232
   4.970 |    90.000 |    88.117 |     18.000 |    0.1133
   4.980 |    90.000 |    88.297 |     18.000 |    0.1034
   4.990 |    90.000 |    88.477 |     18.000 |    0.0935
   5.000 |    90.000 |    88.657 |     18.000 |    0.0836

MODEL B: Light friction
Damping coefficient: 0.05
Moment of inertia  : 0.0480 kg.m2
    Time |   Command |     Angle |   Velocity |    Torque
-------------------------------------------------------
   0.010 |    90.000 |     0.013 |      0.000 |    6.1456
   0.020 |    90.000 |     0.026 |      1.280 |    6.1456
   0.030 |    90.000 |     0.051 |      2.547 |    6.0816
   0.040 |    90.000 |     0.089 |      3.801 |    6.0182
   0.050 |    90.000 |     0.140 |      5.042 |    5.9555
   0.060 |    90.000 |     0.202 |      6.270 |    5.8935
   0.070 |    90.000 |     0.277 |      7.485 |    5.8321
   0.080 |    90.000 |     0.364 |      8.687 |    5.7714
   0.090 |    90.000 |     0.463 |      9.877 |    5.7113
   0.100 |    90.000 |     0.573 |     11.054 |    5.6518
   0.110 |    90.000 |     0.695 |     12.220 |    5.5930
   0.120 |    90.000 |     0.829 |     13.373 |    5.5348
   0.130 |    90.000 |     0.974 |     14.514 |    5.4772
   0.140 |    90.000 |     1.131 |     15.643 |    5.4203
   0.150 |    90.000 |     1.298 |     16.760 |    5.3639
   0.160 |    90.000 |     1.477 |     17.866 |    5.3082
   0.170 |    90.000 |     1.657 |     18.000 |    5.2513
   0.180 |    90.000 |     1.837 |     18.000 |    5.2275
   0.190 |    90.000 |     2.017 |     18.000 |    5.2105
   0.200 |    90.000 |     2.197 |     18.000 |    5.1934
   0.210 |    90.000 |     2.377 |     18.000 |    5.1764
   0.220 |    90.000 |     2.557 |     18.000 |    5.1594
   0.230 |    90.000 |     2.737 |     18.000 |    5.1425
   0.240 |    90.000 |     2.917 |     18.000 |    5.1255
   0.250 |    90.000 |     3.097 |     18.000 |    5.1086
   0.260 |    90.000 |     3.277 |     18.000 |    5.0917
   0.270 |    90.000 |     3.457 |     18.000 |    5.0749
   0.280 |    90.000 |     3.637 |     18.000 |    5.0580
   0.290 |    90.000 |     3.817 |     18.000 |    5.0412
   0.300 |    90.000 |     3.997 |     18.000 |    5.0244
   0.310 |    90.000 |     4.177 |     18.000 |    5.0076
   0.320 |    90.000 |     4.357 |     18.000 |    4.9909
   0.330 |    90.000 |     4.537 |     18.000 |    4.9741
   0.340 |    90.000 |     4.717 |     18.000 |    4.9574
   0.350 |    90.000 |     4.897 |     18.000 |    4.9407
   0.360 |    90.000 |     5.077 |     18.000 |    4.9241
   0.370 |    90.000 |     5.257 |     18.000 |    4.9074
   0.380 |    90.000 |     5.437 |     18.000 |    4.8908
   0.390 |    90.000 |     5.617 |     18.000 |    4.8742
   0.400 |    90.000 |     5.797 |     18.000 |    4.8577
   0.410 |    90.000 |     5.977 |     18.000 |    4.8411
   0.420 |    90.000 |     6.157 |     18.000 |    4.8246
   0.430 |    90.000 |     6.337 |     18.000 |    4.8081
   0.440 |    90.000 |     6.517 |     18.000 |    4.7916
   0.450 |    90.000 |     6.697 |     18.000 |    4.7752
   0.460 |    90.000 |     6.877 |     18.000 |    4.7588
   0.470 |    90.000 |     7.057 |     18.000 |    4.7423
   0.480 |    90.000 |     7.237 |     18.000 |    4.7260
   0.490 |    90.000 |     7.417 |     18.000 |    4.7096
   0.500 |    90.000 |     7.597 |     18.000 |    4.6933
   0.510 |    90.000 |     7.777 |     18.000 |    4.6770
   0.520 |    90.000 |     7.957 |     18.000 |    4.6607
   0.530 |    90.000 |     8.137 |     18.000 |    4.6444
   0.540 |    90.000 |     8.317 |     18.000 |    4.6282
   0.550 |    90.000 |     8.497 |     18.000 |    4.6119
   0.560 |    90.000 |     8.677 |     18.000 |    4.5957
   0.570 |    90.000 |     8.857 |     18.000 |    4.5796
   0.580 |    90.000 |     9.037 |     18.000 |    4.5634
   0.590 |    90.000 |     9.217 |     18.000 |    4.5473
   0.600 |    90.000 |     9.397 |     18.000 |    4.5312
   0.610 |    90.000 |     9.577 |     18.000 |    4.5151
   0.620 |    90.000 |     9.757 |     18.000 |    4.4990
   0.630 |    90.000 |     9.937 |     18.000 |    4.4830
   0.640 |    90.000 |    10.117 |     18.000 |    4.4670
   0.650 |    90.000 |    10.297 |     18.000 |    4.4510
   0.660 |    90.000 |    10.477 |     18.000 |    4.4350
   0.670 |    90.000 |    10.657 |     18.000 |    4.4191
   0.680 |    90.000 |    10.837 |     18.000 |    4.4031
   0.690 |    90.000 |    11.017 |     18.000 |    4.3872
   0.700 |    90.000 |    11.197 |     18.000 |    4.3714
   0.710 |    90.000 |    11.377 |     18.000 |    4.3555
   0.720 |    90.000 |    11.557 |     18.000 |    4.3397
   0.730 |    90.000 |    11.737 |     18.000 |    4.3239
   0.740 |    90.000 |    11.917 |     18.000 |    4.3081
   0.750 |    90.000 |    12.097 |     18.000 |    4.2923
   0.760 |    90.000 |    12.277 |     18.000 |    4.2766
   0.770 |    90.000 |    12.457 |     18.000 |    4.2609
   0.780 |    90.000 |    12.637 |     18.000 |    4.2452
   0.790 |    90.000 |    12.817 |     18.000 |    4.2295
   0.800 |    90.000 |    12.997 |     18.000 |    4.2138
   0.810 |    90.000 |    13.177 |     18.000 |    4.1982
   0.820 |    90.000 |    13.357 |     18.000 |    4.1826
   0.830 |    90.000 |    13.537 |     18.000 |    4.1670
   0.840 |    90.000 |    13.717 |     18.000 |    4.1515
   0.850 |    90.000 |    13.897 |     18.000 |    4.1359
   0.860 |    90.000 |    14.077 |     18.000 |    4.1204
   0.870 |    90.000 |    14.257 |     18.000 |    4.1049
   0.880 |    90.000 |    14.437 |     18.000 |    4.0894
   0.890 |    90.000 |    14.617 |     18.000 |    4.0740
   0.900 |    90.000 |    14.797 |     18.000 |    4.0586
   0.910 |    90.000 |    14.977 |     18.000 |    4.0432
   0.920 |    90.000 |    15.157 |     18.000 |    4.0278
   0.930 |    90.000 |    15.337 |     18.000 |    4.0124
   0.940 |    90.000 |    15.517 |     18.000 |    3.9971
   0.950 |    90.000 |    15.697 |     18.000 |    3.9818
   0.960 |    90.000 |    15.877 |     18.000 |    3.9665
   0.970 |    90.000 |    16.057 |     18.000 |    3.9512
   0.980 |    90.000 |    16.237 |     18.000 |    3.9360
   0.990 |    90.000 |    16.417 |     18.000 |    3.9208
   1.000 |    90.000 |    16.597 |     18.000 |    3.9056
   1.010 |    90.000 |    16.777 |     18.000 |    3.8904
   1.020 |    90.000 |    16.957 |     18.000 |    3.8752
   1.030 |    90.000 |    17.137 |     18.000 |    3.8601
   1.040 |    90.000 |    17.317 |     18.000 |    3.8450
   1.050 |    90.000 |    17.497 |     18.000 |    3.8299
   1.060 |    90.000 |    17.677 |     18.000 |    3.8148
   1.070 |    90.000 |    17.857 |     18.000 |    3.7998
   1.080 |    90.000 |    18.037 |     18.000 |    3.7848
   1.090 |    90.000 |    18.217 |     18.000 |    3.7698
   1.100 |    90.000 |    18.397 |     18.000 |    3.7548
   1.110 |    90.000 |    18.577 |     18.000 |    3.7398
   1.120 |    90.000 |    18.757 |     18.000 |    3.7249
   1.130 |    90.000 |    18.937 |     18.000 |    3.7100
   1.140 |    90.000 |    19.117 |     18.000 |    3.6951
   1.150 |    90.000 |    19.297 |     18.000 |    3.6802
   1.160 |    90.000 |    19.477 |     18.000 |    3.6654
   1.170 |    90.000 |    19.657 |     18.000 |    3.6505
   1.180 |    90.000 |    19.837 |     18.000 |    3.6357
   1.190 |    90.000 |    20.017 |     18.000 |    3.6210
   1.200 |    90.000 |    20.197 |     18.000 |    3.6062
   1.210 |    90.000 |    20.377 |     18.000 |    3.5915
   1.220 |    90.000 |    20.557 |     18.000 |    3.5767
   1.230 |    90.000 |    20.737 |     18.000 |    3.5620
   1.240 |    90.000 |    20.917 |     18.000 |    3.5474
   1.250 |    90.000 |    21.097 |     18.000 |    3.5327
   1.260 |    90.000 |    21.277 |     18.000 |    3.5181
   1.270 |    90.000 |    21.457 |     18.000 |    3.5035
   1.280 |    90.000 |    21.637 |     18.000 |    3.4889
   1.290 |    90.000 |    21.817 |     18.000 |    3.4743
   1.300 |    90.000 |    21.997 |     18.000 |    3.4598
   1.310 |    90.000 |    22.177 |     18.000 |    3.4453
   1.320 |    90.000 |    22.357 |     18.000 |    3.4308
   1.330 |    90.000 |    22.537 |     18.000 |    3.4163
   1.340 |    90.000 |    22.717 |     18.000 |    3.4018
   1.350 |    90.000 |    22.897 |     18.000 |    3.3874
   1.360 |    90.000 |    23.077 |     18.000 |    3.3730
   1.370 |    90.000 |    23.257 |     18.000 |    3.3586
   1.380 |    90.000 |    23.437 |     18.000 |    3.3442
   1.390 |    90.000 |    23.617 |     18.000 |    3.3299
   1.400 |    90.000 |    23.797 |     18.000 |    3.3156
   1.410 |    90.000 |    23.977 |     18.000 |    3.3013
   1.420 |    90.000 |    24.157 |     18.000 |    3.2870
   1.430 |    90.000 |    24.337 |     18.000 |    3.2727
   1.440 |    90.000 |    24.517 |     18.000 |    3.2585
   1.450 |    90.000 |    24.697 |     18.000 |    3.2442
   1.460 |    90.000 |    24.877 |     18.000 |    3.2300
   1.470 |    90.000 |    25.057 |     18.000 |    3.2159
   1.480 |    90.000 |    25.237 |     18.000 |    3.2017
   1.490 |    90.000 |    25.417 |     18.000 |    3.1876
   1.500 |    90.000 |    25.597 |     18.000 |    3.1735
   1.510 |    90.000 |    25.777 |     18.000 |    3.1594
   1.520 |    90.000 |    25.957 |     18.000 |    3.1453
   1.530 |    90.000 |    26.137 |     18.000 |    3.1312
   1.540 |    90.000 |    26.317 |     18.000 |    3.1172
   1.550 |    90.000 |    26.497 |     18.000 |    3.1032
   1.560 |    90.000 |    26.677 |     18.000 |    3.0892
   1.570 |    90.000 |    26.857 |     18.000 |    3.0752
   1.580 |    90.000 |    27.037 |     18.000 |    3.0613
   1.590 |    90.000 |    27.217 |     18.000 |    3.0474
   1.600 |    90.000 |    27.397 |     18.000 |    3.0334
   1.610 |    90.000 |    27.577 |     18.000 |    3.0196
   1.620 |    90.000 |    27.757 |     18.000 |    3.0057
   1.630 |    90.000 |    27.937 |     18.000 |    2.9918
   1.640 |    90.000 |    28.117 |     18.000 |    2.9780
   1.650 |    90.000 |    28.297 |     18.000 |    2.9642
   1.660 |    90.000 |    28.477 |     18.000 |    2.9504
   1.670 |    90.000 |    28.657 |     18.000 |    2.9367
   1.680 |    90.000 |    28.837 |     18.000 |    2.9229
   1.690 |    90.000 |    29.017 |     18.000 |    2.9092
   1.700 |    90.000 |    29.197 |     18.000 |    2.8955
   1.710 |    90.000 |    29.377 |     18.000 |    2.8818
   1.720 |    90.000 |    29.557 |     18.000 |    2.8682
   1.730 |    90.000 |    29.737 |     18.000 |    2.8545
   1.740 |    90.000 |    29.917 |     18.000 |    2.8409
   1.750 |    90.000 |    30.097 |     18.000 |    2.8273
   1.760 |    90.000 |    30.277 |     18.000 |    2.8137
   1.770 |    90.000 |    30.457 |     18.000 |    2.8002
   1.780 |    90.000 |    30.637 |     18.000 |    2.7866
   1.790 |    90.000 |    30.817 |     18.000 |    2.7731
   1.800 |    90.000 |    30.997 |     18.000 |    2.7596
   1.810 |    90.000 |    31.177 |     18.000 |    2.7461
   1.820 |    90.000 |    31.357 |     18.000 |    2.7326
   1.830 |    90.000 |    31.537 |     18.000 |    2.7192
   1.840 |    90.000 |    31.717 |     18.000 |    2.7058
   1.850 |    90.000 |    31.897 |     18.000 |    2.6924
   1.860 |    90.000 |    32.077 |     18.000 |    2.6790
   1.870 |    90.000 |    32.257 |     18.000 |    2.6656
   1.880 |    90.000 |    32.437 |     18.000 |    2.6523
   1.890 |    90.000 |    32.617 |     18.000 |    2.6390
   1.900 |    90.000 |    32.797 |     18.000 |    2.6257
   1.910 |    90.000 |    32.977 |     18.000 |    2.6124
   1.920 |    90.000 |    33.157 |     18.000 |    2.5991
   1.930 |    90.000 |    33.337 |     18.000 |    2.5859
   1.940 |    90.000 |    33.517 |     18.000 |    2.5727
   1.950 |    90.000 |    33.697 |     18.000 |    2.5595
   1.960 |    90.000 |    33.877 |     18.000 |    2.5463
   1.970 |    90.000 |    34.057 |     18.000 |    2.5331
   1.980 |    90.000 |    34.237 |     18.000 |    2.5200
   1.990 |    90.000 |    34.417 |     18.000 |    2.5068
   2.000 |    90.000 |    34.597 |     18.000 |    2.4937
   2.010 |    90.000 |    34.777 |     18.000 |    2.4806
   2.020 |    90.000 |    34.957 |     18.000 |    2.4676
   2.030 |    90.000 |    35.137 |     18.000 |    2.4545
   2.040 |    90.000 |    35.317 |     18.000 |    2.4415
   2.050 |    90.000 |    35.497 |     18.000 |    2.4285
   2.060 |    90.000 |    35.677 |     18.000 |    2.4155
   2.070 |    90.000 |    35.857 |     18.000 |    2.4025
   2.080 |    90.000 |    36.037 |     18.000 |    2.3895
   2.090 |    90.000 |    36.217 |     18.000 |    2.3766
   2.100 |    90.000 |    36.397 |     18.000 |    2.3637
   2.110 |    90.000 |    36.577 |     18.000 |    2.3508
   2.120 |    90.000 |    36.757 |     18.000 |    2.3379
   2.130 |    90.000 |    36.937 |     18.000 |    2.3250
   2.140 |    90.000 |    37.117 |     18.000 |    2.3122
   2.150 |    90.000 |    37.297 |     18.000 |    2.2994
   2.160 |    90.000 |    37.477 |     18.000 |    2.2866
   2.170 |    90.000 |    37.657 |     18.000 |    2.2738
   2.180 |    90.000 |    37.837 |     18.000 |    2.2610
   2.190 |    90.000 |    38.017 |     18.000 |    2.2482
   2.200 |    90.000 |    38.197 |     18.000 |    2.2355
   2.210 |    90.000 |    38.377 |     18.000 |    2.2228
   2.220 |    90.000 |    38.557 |     18.000 |    2.2101
   2.230 |    90.000 |    38.737 |     18.000 |    2.1974
   2.240 |    90.000 |    38.917 |     18.000 |    2.1848
   2.250 |    90.000 |    39.097 |     18.000 |    2.1721
   2.260 |    90.000 |    39.277 |     18.000 |    2.1595
   2.270 |    90.000 |    39.457 |     18.000 |    2.1469
   2.280 |    90.000 |    39.637 |     18.000 |    2.1343
   2.290 |    90.000 |    39.817 |     18.000 |    2.1217
   2.300 |    90.000 |    39.997 |     18.000 |    2.1092
   2.310 |    90.000 |    40.177 |     18.000 |    2.0966
   2.320 |    90.000 |    40.357 |     18.000 |    2.0841
   2.330 |    90.000 |    40.537 |     18.000 |    2.0716
   2.340 |    90.000 |    40.717 |     18.000 |    2.0591
   2.350 |    90.000 |    40.897 |     18.000 |    2.0467
   2.360 |    90.000 |    41.077 |     18.000 |    2.0342
   2.370 |    90.000 |    41.257 |     18.000 |    2.0218
   2.380 |    90.000 |    41.437 |     18.000 |    2.0094
   2.390 |    90.000 |    41.617 |     18.000 |    1.9970
   2.400 |    90.000 |    41.797 |     18.000 |    1.9846
   2.410 |    90.000 |    41.977 |     18.000 |    1.9723
   2.420 |    90.000 |    42.157 |     18.000 |    1.9599
   2.430 |    90.000 |    42.337 |     18.000 |    1.9476
   2.440 |    90.000 |    42.517 |     18.000 |    1.9353
   2.450 |    90.000 |    42.697 |     18.000 |    1.9230
   2.460 |    90.000 |    42.877 |     18.000 |    1.9107
   2.470 |    90.000 |    43.057 |     18.000 |    1.8985
   2.480 |    90.000 |    43.237 |     18.000 |    1.8862
   2.490 |    90.000 |    43.417 |     18.000 |    1.8740
   2.500 |    90.000 |    43.597 |     18.000 |    1.8618
   2.510 |    90.000 |    43.777 |     18.000 |    1.8496
   2.520 |    90.000 |    43.957 |     18.000 |    1.8374
   2.530 |    90.000 |    44.137 |     18.000 |    1.8253
   2.540 |    90.000 |    44.317 |     18.000 |    1.8132
   2.550 |    90.000 |    44.497 |     18.000 |    1.8010
   2.560 |    90.000 |    44.677 |     18.000 |    1.7889
   2.570 |    90.000 |    44.857 |     18.000 |    1.7768
