TASK 3 - PHASE 6: CONTROL INTERFACE TELEMETRY
Structured output for Rajaryan (Control) + Dhruv (Data)
===============================================================================================

   Time | Active |  Phase |    State | Progress |  FL_hip |  FR_hip |  RL_hip |  RR_hip |   Failures
 21.070 |     FR |  SWING | UNSTABLE |    0.505 |   -9.97 |   -9.10 |   -9.97 |   -4.34 |       none
 21.080 |     FR |  SWING | UNSTABLE |    0.506 |   -9.97 |   -8.97 |   -9.97 |   -4.43 |       none
 21.090 |     FR |  SWING | UNSTABLE |    0.506 |   -9.97 |   -8.85 |   -9.97 |   -4.53 |       none
 21.100 |     FR |  SWING | UNSTABLE |    0.507 |   -9.97 |   -8.72 |   -9.97 |   -4.62 |       none
 21.110 |     FR |  SWING | UNSTABLE |    0.508 |   -9.97 |   -8.60 |   -9.97 |   -4.71 |       none
 21.120 |     FR |  SWING | UNSTABLE |    0.509 |   -9.97 |   -8.47 |   -9.97 |   -4.80 |       none
 21.130 |     FR |  SWING | UNSTABLE |    0.509 |   -9.97 |   -8.35 |   -9.97 |   -4.88 |       none
 21.140 |     FR |  SWING | UNSTABLE |    0.510 |   -9.97 |   -8.22 |   -9.97 |   -4.97 |       none
 21.150 |     FR |  SWING | UNSTABLE |    0.511 |   -9.97 |   -8.10 |   -9.97 |   -5.05 |       none
 21.160 |     FR |  SWING | UNSTABLE |    0.511 |   -9.97 |   -7.97 |   -9.97 |   -5.13 |       none
 21.170 |     FR |  SWING | UNSTABLE |    0.512 |   -9.97 |   -7.85 |   -9.97 |   -5.22 |       none
 21.180 |     FR |  SWING | UNSTABLE |    0.513 |   -9.97 |   -7.72 |   -9.97 |   -5.30 |       none
 21.190 |     FR |  SWING | UNSTABLE |    0.514 |   -9.97 |   -7.60 |   -9.97 |   -5.37 |       none
 21.200 |     FR |  SWING | UNSTABLE |    0.514 |   -9.97 |   -7.47 |   -9.97 |   -5.45 |       none
 21.210 |     FR |  SWING | UNSTABLE |    0.515 |   -9.97 |   -7.35 |   -9.97 |   -5.53 |       none
 21.220 |     FR |  SWING | UNSTABLE |    0.516 |   -9.97 |   -7.22 |   -9.97 |   -5.60 |       none
 21.230 |     FR |  SWING | UNSTABLE |    0.516 |   -9.97 |   -7.10 |   -9.97 |   -5.67 |       none
 21.240 |     FR |  SWING | UNSTABLE |    0.517 |   -9.97 |   -6.97 |   -9.97 |   -5.75 |       none
 21.250 |     FR |  SWING | UNSTABLE |    0.518 |   -9.97 |   -6.85 |   -9.97 |   -5.82 |       none
 21.260 |     FR |  SWING | UNSTABLE |    0.519 |   -9.97 |   -6.72 |   -9.97 |   -5.89 |       none
 21.270 |     FR |  SWING | UNSTABLE |    0.519 |   -9.97 |   -6.60 |   -9.97 |   -5.96 |       none
 21.280 |     FR |  SWING | UNSTABLE |    0.520 |   -9.97 |   -6.47 |   -9.97 |   -6.02 |       none
 21.290 |     FR |  SWING | UNSTABLE |    0.521 |   -9.97 |   -6.35 |   -9.97 |   -6.09 |       none
 21.300 |     FR |  SWING | UNSTABLE |    0.521 |   -9.97 |   -6.22 |   -9.97 |   -6.16 |       none
 21.310 |     FR |  SWING | UNSTABLE |    0.522 |   -9.97 |   -6.10 |   -9.97 |   -6.22 |       none
 21.320 |     FR |  SWING | UNSTABLE |    0.523 |   -9.97 |   -5.97 |   -9.97 |   -6.28 |       none
 21.330 |     FR |  SWING | UNSTABLE |    0.524 |   -9.97 |   -5.85 |   -9.97 |   -6.34 |       none
 21.340 |     FR |  SWING | UNSTABLE |    0.524 |   -9.97 |   -5.72 |   -9.97 |   -6.41 |       none
 21.350 |     FR |  SWING | UNSTABLE |    0.525 |   -9.97 |   -5.60 |   -9.97 |   -6.46 |       none
 21.360 |     FR |  SWING | UNSTABLE |    0.526 |   -9.97 |   -5.47 |   -9.97 |   -6.52 |       none
 21.370 |     FR |  SWING | UNSTABLE |    0.526 |   -9.97 |   -5.35 |   -9.97 |   -6.58 |       none
 21.380 |     FR |  SWING | UNSTABLE |    0.527 |   -9.97 |   -5.22 |   -9.97 |   -6.64 |       none
 21.390 |     FR |  SWING | UNSTABLE |    0.528 |   -9.97 |   -5.10 |   -9.97 |   -6.70 |       none
 21.400 |     FR |  SWING | UNSTABLE |    0.529 |   -9.97 |   -4.97 |   -9.97 |   -6.75 |       none
 21.410 |     FR |  SWING | UNSTABLE |    0.529 |   -9.97 |   -4.85 |   -9.97 |   -6.80 |       none
 21.420 |     FR |  SWING | UNSTABLE |    0.530 |   -9.97 |   -4.72 |   -9.97 |   -6.86 |       none
 21.430 |     FR |  SWING | UNSTABLE |    0.531 |   -9.97 |   -4.60 |   -9.97 |   -6.91 |       none
 21.440 |     FR |  SWING | UNSTABLE |    0.531 |   -9.97 |   -4.47 |   -9.97 |   -6.96 |       none
 21.450 |     FR |  SWING | UNSTABLE |    0.532 |   -9.97 |   -4.35 |   -9.97 |   -7.01 |       none
 21.460 |     FR |  SWING | UNSTABLE |    0.533 |   -9.97 |   -4.22 |   -9.97 |   -7.06 |       none
 21.470 |     FR |  SWING | UNSTABLE |    0.534 |   -9.97 |   -4.10 |   -9.97 |   -7.11 |       none
 21.480 |     FR |  SWING | UNSTABLE |    0.534 |   -9.97 |   -3.97 |   -9.97 |   -7.16 |       none
 21.490 |     FR |  SWING | UNSTABLE |    0.535 |   -9.97 |   -3.85 |   -9.97 |   -7.21 |       none
 21.500 |     FR |  SWING | UNSTABLE |    0.536 |   -9.97 |   -3.72 |   -9.97 |   -7.25 |       none
 21.510 |     FR |  SWING | UNSTABLE |    0.536 |   -9.97 |   -3.60 |   -9.97 |   -7.30 |       none
 21.520 |     FR |  SWING | UNSTABLE |    0.537 |   -9.97 |   -3.47 |   -9.97 |   -7.34 |       none
 21.530 |     FR |  SWING | UNSTABLE |    0.538 |   -9.97 |   -3.35 |   -9.97 |   -7.39 |       none
 21.540 |     FR |  SWING | UNSTABLE |    0.539 |   -9.97 |   -3.22 |   -9.97 |   -7.43 |       none
 21.550 |     FR |  SWING | UNSTABLE |    0.539 |   -9.97 |   -3.10 |   -9.97 |   -7.47 |       none
 21.560 |     FR |  SWING | UNSTABLE |    0.540 |   -9.97 |   -2.97 |   -9.97 |   -7.52 |       none
 21.570 |     FR |  SWING | UNSTABLE |    0.541 |   -9.97 |   -2.85 |   -9.97 |   -7.56 |       none
 21.580 |     FR |  SWING | UNSTABLE |    0.541 |   -9.97 |   -2.72 |   -9.97 |   -7.60 |       none
 21.590 |     FR |  SWING | UNSTABLE |    0.542 |   -9.97 |   -2.60 |   -9.97 |   -7.64 |       none
 21.600 |     FR |  SWING | UNSTABLE |    0.543 |   -9.97 |   -2.47 |   -9.97 |   -7.68 |       none
 21.610 |     FR |  SWING | UNSTABLE |    0.544 |   -9.97 |   -2.35 |   -9.97 |   -7.72 |       none
 21.620 |     FR |  SWING | UNSTABLE |    0.544 |   -9.97 |   -2.22 |   -9.97 |   -7.75 |       none
 21.630 |     FR |  SWING | UNSTABLE |    0.545 |   -9.97 |   -2.10 |   -9.97 |   -7.79 |       none
 21.640 |     FR |  SWING | UNSTABLE |    0.546 |   -9.97 |   -1.97 |   -9.97 |   -7.83 |       none
 21.650 |     FR |  SWING | UNSTABLE |    0.546 |   -9.97 |   -1.85 |   -9.97 |   -7.87 |       none
 21.660 |     FR |  SWING | UNSTABLE |    0.547 |   -9.97 |   -1.72 |   -9.97 |   -7.90 |       none
 21.670 |     FR |  SWING | UNSTABLE |    0.548 |   -9.97 |   -1.60 |   -9.97 |   -7.94 |       none
 21.680 |     FR |  SWING | UNSTABLE |    0.549 |   -9.97 |   -1.47 |   -9.97 |   -7.97 |       none
 21.690 |     FR |  SWING | UNSTABLE |    0.549 |   -9.97 |   -1.35 |   -9.97 |   -8.00 |       none
 21.700 |     FR |  SWING | UNSTABLE |    0.550 |   -9.97 |   -1.22 |   -9.97 |   -8.04 |       none
 21.710 |     FR |  SWING | UNSTABLE |    0.551 |   -9.97 |   -1.10 |   -9.97 |   -8.07 |       none
 21.720 |     FR |  SWING | UNSTABLE |    0.551 |   -9.97 |   -0.97 |   -9.97 |   -8.10 |       none
 21.730 |     FR |  SWING | UNSTABLE |    0.552 |   -9.97 |   -0.85 |   -9.97 |   -8.13 |       none
 21.740 |     FR |  SWING | UNSTABLE |    0.553 |   -9.97 |   -0.72 |   -9.97 |   -8.16 |       none
 21.750 |     FR |  SWING | UNSTABLE |    0.554 |   -9.97 |   -0.60 |   -9.97 |   -8.20 |       none
 21.760 |     FR |  SWING | UNSTABLE |    0.554 |   -9.97 |   -0.47 |   -9.97 |   -8.23 |       none
 21.770 |     FR |  SWING | UNSTABLE |    0.555 |   -9.97 |   -0.35 |   -9.97 |   -8.26 |       none
 21.780 |     FR |  SWING | UNSTABLE |    0.556 |   -9.97 |   -0.22 |   -9.97 |   -8.29 |       none
 21.790 |     FR |  SWING | UNSTABLE |    0.556 |   -9.97 |   -0.10 |   -9.97 |   -8.31 |       none
 21.800 |     FR |  SWING | UNSTABLE |    0.557 |   -9.97 |    0.03 |   -9.97 |   -8.34 |       none
 21.810 |     FR |  SWING | UNSTABLE |    0.558 |   -9.97 |    0.15 |   -9.97 |   -8.37 |       none
 21.820 |     FR |  SWING | UNSTABLE |    0.559 |   -9.97 |    0.28 |   -9.97 |   -8.40 |       none
 21.830 |     FR |  SWING | UNSTABLE |    0.559 |   -9.97 |    0.40 |   -9.97 |   -8.42 |       none
 21.840 |     FR |  SWING | UNSTABLE |    0.560 |   -9.97 |    0.53 |   -9.97 |   -8.45 |       none
 21.850 |     FR |  SWING | UNSTABLE |    0.561 |   -9.97 |    0.65 |   -9.97 |   -8.48 |       none
 21.860 |     FR |  SWING | UNSTABLE |    0.561 |   -9.97 |    0.78 |   -9.97 |   -8.50 |       none
 21.870 |     FR |  SWING | UNSTABLE |    0.562 |   -9.97 |    0.90 |   -9.97 |   -8.53 |       none
 21.880 |     FR |  SWING | UNSTABLE |    0.563 |   -9.97 |    1.03 |   -9.97 |   -8.55 |       none
 21.890 |     FR |  SWING | UNSTABLE |    0.564 |   -9.97 |    1.15 |   -9.97 |   -8.57 |       none
 21.900 |     FR |  SWING | UNSTABLE |    0.564 |   -9.97 |    1.28 |   -9.97 |   -8.60 |       none
 21.910 |     FR |  SWING | UNSTABLE |    0.565 |   -9.97 |    1.40 |   -9.97 |   -8.62 |       none
 21.920 |     FR |  SWING | UNSTABLE |    0.566 |   -9.97 |    1.53 |   -9.97 |   -8.64 |       none
 21.930 |     FR |  SWING | UNSTABLE |    0.566 |   -9.97 |    1.65 |   -9.97 |   -8.67 |       none
 21.940 |     FR |  SWING | UNSTABLE |    0.567 |   -9.97 |    1.78 |   -9.97 |   -8.69 |       none
 21.950 |     FR |  SWING | UNSTABLE |    0.568 |   -9.97 |    1.90 |   -9.97 |   -8.71 |       none
 21.960 |     FR |  SWING | UNSTABLE |    0.569 |   -9.97 |    2.03 |   -9.97 |   -8.73 |       none
 21.970 |     FR |  SWING | UNSTABLE |    0.569 |   -9.97 |    2.15 |   -9.97 |   -8.75 |       none
 21.980 |     FR |  SWING | UNSTABLE |    0.570 |   -9.97 |    2.28 |   -9.97 |   -8.78 |       none
 21.990 |     FR |  SWING | UNSTABLE |    0.571 |   -9.97 |    2.40 |   -9.97 |   -8.79 |       none
 22.000 |     FR |  SWING | UNSTABLE |    0.571 |   -9.97 |    2.53 |   -9.97 |   -8.81 |       none
 22.010 |     FR |  SWING | UNSTABLE |    0.572 |   -9.97 |    2.65 |   -9.97 |   -8.84 |       none
 22.020 |     FR |  SWING | UNSTABLE |    0.573 |   -9.97 |    2.78 |   -9.97 |   -8.85 |       none
 22.030 |     FR |  SWING | UNSTABLE |    0.574 |   -9.97 |    2.90 |   -9.97 |   -8.87 |       none
 22.040 |     FR |  SWING | UNSTABLE |    0.574 |   -9.97 |    3.03 |   -9.97 |   -8.89 |       none
 22.050 |     FR |  SWING | UNSTABLE |    0.575 |   -9.97 |    3.15 |   -9.97 |   -8.91 |       none
 22.060 |     FR |  SWING | UNSTABLE |    0.576 |   -9.97 |    3.28 |   -9.97 |   -8.93 |       none
 22.070 |     FR |  SWING | UNSTABLE |    0.576 |   -9.97 |    3.40 |   -9.97 |   -8.95 |       none
 22.080 |     FR |  SWING | UNSTABLE |    0.577 |   -9.97 |    3.53 |   -9.97 |   -8.96 |       none
 22.090 |     FR |  SWING | UNSTABLE |    0.578 |   -9.97 |    3.65 |   -9.97 |   -8.98 |       none
 22.100 |     FR |  SWING | UNSTABLE |    0.579 |   -9.97 |    3.78 |   -9.97 |   -9.00 |       none
 22.110 |     FR |  SWING | UNSTABLE |    0.579 |   -9.97 |    3.90 |   -9.97 |   -9.02 |       none
 22.120 |     FR |  SWING | UNSTABLE |    0.580 |   -9.97 |    4.03 |   -9.97 |   -9.03 |       none
 22.130 |     FR |  SWING | UNSTABLE |    0.581 |   -9.97 |    4.15 |   -9.97 |   -9.05 |       none
 22.140 |     FR |  SWING | UNSTABLE |    0.581 |   -9.97 |    4.28 |   -9.97 |   -9.06 |       none
 22.150 |     FR |  SWING | UNSTABLE |    0.582 |   -9.97 |    4.40 |   -9.97 |   -9.08 |       none
 22.160 |     FR |  SWING | UNSTABLE |    0.583 |   -9.97 |    4.53 |   -9.97 |   -9.09 |       none
 22.170 |     FR |  SWING | UNSTABLE |    0.584 |   -9.97 |    4.65 |   -9.97 |   -9.11 |       none
 22.180 |     FR |  SWING | UNSTABLE |    0.584 |   -9.97 |    4.78 |   -9.97 |   -9.12 |       none
 22.190 |     FR |  SWING | UNSTABLE |    0.585 |   -9.97 |    4.90 |   -9.97 |   -9.14 |       none
 22.200 |     FR |  SWING | UNSTABLE |    0.586 |   -9.97 |    5.03 |   -9.97 |   -9.15 |       none
 22.210 |     FR |  SWING | UNSTABLE |    0.586 |   -9.97 |    5.15 |   -9.97 |   -9.17 |       none
 22.220 |     FR |  SWING | UNSTABLE |    0.587 |   -9.97 |    5.28 |   -9.97 |   -9.18 |       none
 22.230 |     FR |  SWING | UNSTABLE |    0.588 |   -9.97 |    5.40 |   -9.97 |   -9.20 |       none
 22.240 |     FR |  SWING | UNSTABLE |    0.589 |   -9.97 |    5.53 |   -9.97 |   -9.21 |       none
 22.250 |     FR |  SWING | UNSTABLE |    0.589 |   -9.97 |    5.65 |   -9.97 |   -9.22 |       none
 22.260 |     FR |  SWING | UNSTABLE |    0.590 |   -9.97 |    5.78 |   -9.97 |   -9.23 |       none
 22.270 |     FR |  SWING | UNSTABLE |    0.591 |   -9.97 |    5.90 |   -9.97 |   -9.25 |       none
 22.280 |     FR |  SWING | UNSTABLE |    0.591 |   -9.97 |    6.03 |   -9.97 |   -9.26 |       none
 22.290 |     FR |  SWING | UNSTABLE |    0.592 |   -9.97 |    6.15 |   -9.97 |   -9.27 |       none
 22.300 |     FR |  SWING | UNSTABLE |    0.593 |   -9.97 |    6.28 |   -9.97 |   -9.28 |       none
 22.310 |     FR |  SWING | UNSTABLE |    0.594 |   -9.97 |    6.40 |   -9.97 |   -9.30 |       none
 22.320 |     FR |  SWING | UNSTABLE |    0.594 |   -9.97 |    6.53 |   -9.97 |   -9.31 |       none
 22.330 |     FR |  SWING | UNSTABLE |    0.595 |   -9.97 |    6.65 |   -9.97 |   -9.32 |       none
 22.340 |     FR |  SWING | UNSTABLE |    0.596 |   -9.97 |    6.78 |   -9.97 |   -9.33 |       none
 22.350 |     FR |  SWING | UNSTABLE |    0.596 |   -9.97 |    6.90 |   -9.97 |   -9.34 |       none
 22.360 |     FR |  SWING | UNSTABLE |    0.597 |   -9.97 |    7.03 |   -9.97 |   -9.35 |       none
 22.370 |     FR |  SWING | UNSTABLE |    0.598 |   -9.97 |    7.15 |   -9.97 |   -9.36 |       none
 22.380 |     FR |  SWING | UNSTABLE |    0.599 |   -9.97 |    7.28 |   -9.97 |   -9.38 |       none
 22.390 |     FR |  SWING | UNSTABLE |    0.599 |   -9.97 |    7.40 |   -9.97 |   -9.38 |       none
 22.400 |     FR |  SWING | UNSTABLE |    0.600 |   -9.97 |    7.53 |   -9.97 |   -9.39 |       none
 22.410 |     FR |  SWING | UNSTABLE |    0.601 |   -9.97 |    7.65 |   -9.97 |   -9.40 |       none
 22.420 |     FR |  SWING | UNSTABLE |    0.601 |   -9.97 |    7.78 |   -9.97 |   -9.41 |       none
 22.430 |     FR |  SWING | UNSTABLE |    0.602 |   -9.97 |    7.90 |   -9.97 |   -9.43 |       none
 22.440 |     FR |  SWING | UNSTABLE |    0.603 |   -9.97 |    8.03 |   -9.97 |   -9.44 |       none
 22.450 |     FR |  SWING | UNSTABLE |    0.604 |   -9.97 |    8.15 |   -9.97 |   -9.44 |       none
 22.460 |     FR |  SWING | UNSTABLE |    0.604 |   -9.97 |    8.28 |   -9.97 |   -9.45 |       none
 22.470 |     FR |  SWING | UNSTABLE |    0.605 |   -9.97 |    8.40 |   -9.97 |   -9.46 |       none
 22.480 |     FR |  SWING | UNSTABLE |    0.606 |   -9.97 |    8.53 |   -9.97 |   -9.47 |       none
 22.490 |     FR |  SWING | UNSTABLE |    0.606 |   -9.97 |    8.65 |   -9.97 |   -9.48 |       none
 22.500 |     FR |  SWING | UNSTABLE |    0.607 |   -9.97 |    8.78 |   -9.97 |   -9.49 |       none
 22.510 |     FR |  SWING | UNSTABLE |    0.608 |   -9.97 |    8.90 |   -9.97 |   -9.50 |       none
 22.520 |     FR |  SWING | UNSTABLE |    0.609 |   -9.97 |    9.03 |   -9.97 |   -9.51 |       none
 22.530 |     FR |  SWING | UNSTABLE |    0.609 |   -9.97 |    9.15 |   -9.97 |   -9.51 |       none
 22.540 |     FR |  SWING | UNSTABLE |    0.610 |   -9.97 |    9.28 |   -9.97 |   -9.52 |       none
 22.550 |     FR |  SWING | UNSTABLE |    0.611 |   -9.97 |    9.40 |   -9.97 |   -9.53 |       none
 22.560 |     FR |  SWING | UNSTABLE |    0.611 |   -9.97 |    9.53 |   -9.97 |   -9.54 |       none
 22.570 |     FR |  SWING | UNSTABLE |    0.612 |   -9.97 |    9.65 |   -9.97 |   -9.55 |       none
 22.580 |     FR |  SWING | UNSTABLE |    0.613 |   -9.97 |    9.78 |   -9.97 |   -9.55 |       none
 22.590 |     FR |  SWING | UNSTABLE |    0.614 |   -9.97 |    9.90 |   -9.97 |   -9.56 |       none
 22.600 |     FR |  SWING | UNSTABLE |    0.614 |   -9.97 |   10.03 |   -9.97 |   -9.57 |       none
 22.610 |     FR |  SWING | UNSTABLE |    0.615 |   -9.97 |   10.15 |   -9.97 |   -9.57 |       none
 22.620 |     FR |  SWING | UNSTABLE |    0.616 |   -9.97 |   10.28 |   -9.97 |   -9.58 |       none
 22.630 |     FR |  SWING | UNSTABLE |    0.616 |   -9.97 |   10.40 |   -9.97 |   -9.59 |       none
 22.640 |     FR |  SWING | UNSTABLE |    0.617 |   -9.97 |   10.53 |   -9.97 |   -9.60 |       none
 22.650 |     FR |  SWING | UNSTABLE |    0.618 |   -9.97 |   10.65 |   -9.97 |   -9.60 |       none
 22.660 |     FR |  SWING | UNSTABLE |    0.619 |   -9.97 |   10.78 |   -9.97 |   -9.61 |       none
 22.670 |     FR |  SWING | UNSTABLE |    0.619 |   -9.97 |   10.90 |   -9.97 |   -9.62 |       none
 22.680 |     FR |  SWING | UNSTABLE |    0.620 |   -9.97 |   11.03 |   -9.97 |   -9.62 |       none
 22.690 |     FR |  SWING | UNSTABLE |    0.621 |   -9.97 |   11.15 |   -9.97 |   -9.63 |       none
 22.700 |     FR |  SWING | UNSTABLE |    0.621 |   -9.97 |   11.28 |   -9.97 |   -9.63 |       none
 22.710 |     FR |  SWING | UNSTABLE |    0.622 |   -9.97 |   11.40 |   -9.97 |   -9.64 |       none
 22.720 |     FR |  SWING | UNSTABLE |    0.623 |   -9.97 |   11.53 |   -9.97 |   -9.65 |       none
 22.730 |     FR |  SWING | UNSTABLE |    0.624 |   -9.97 |   11.65 |   -9.97 |   -9.65 |       none
 22.740 |     FR |  SWING | UNSTABLE |    0.624 |   -9.97 |   11.78 |   -9.97 |   -9.66 |       none
 22.750 |     FR |  SWING | UNSTABLE |    0.625 |   -9.97 |   11.90 |   -9.97 |   -9.66 |       none
 22.760 |     FR |  SWING | UNSTABLE |    0.626 |   -9.97 |   12.03 |   -9.97 |   -9.67 |       none
 22.770 |     FR |  SWING | UNSTABLE |    0.626 |   -9.97 |   12.15 |   -9.97 |   -9.68 |       none
 22.780 |     FR |  SWING | UNSTABLE |    0.627 |   -9.97 |   12.28 |   -9.97 |   -9.68 |       none
 22.790 |     FR |  SWING | UNSTABLE |    0.628 |   -9.97 |   12.40 |   -9.97 |   -9.69 |       none
 22.800 |     FR |  SWING | UNSTABLE |    0.629 |   -9.97 |   12.53 |   -9.97 |   -9.69 |       none
 22.810 |     FR |  SWING | UNSTABLE |    0.629 |   -9.97 |   12.65 |   -9.97 |   -9.70 |       none
 22.820 |     FR |  SWING | UNSTABLE |    0.630 |   -9.97 |   12.78 |   -9.97 |   -9.70 |       none
 22.830 |     FR |  SWING | UNSTABLE |    0.631 |   -9.97 |   12.90 |   -9.97 |   -9.71 |       none
 22.840 |     FR |  SWING | UNSTABLE |    0.631 |   -9.97 |   13.03 |   -9.97 |   -9.71 |       none
 22.850 |     FR |  SWING | UNSTABLE |    0.632 |   -9.97 |   13.15 |   -9.97 |   -9.72 |       none
 22.860 |     FR |  SWING | UNSTABLE |    0.633 |   -9.97 |   13.28 |   -9.97 |   -9.72 |       none
 22.870 |     FR |  SWING | UNSTABLE |    0.634 |   -9.97 |   13.40 |   -9.97 |   -9.73 |       none
 22.880 |     FR |  SWING | UNSTABLE |    0.634 |   -9.97 |   13.53 |   -9.97 |   -9.73 |       none
 22.890 |     FR |  SWING | UNSTABLE |    0.635 |   -9.97 |   13.65 |   -9.97 |   -9.73 |       none
 22.900 |     FR |  SWING | UNSTABLE |    0.636 |   -9.97 |   13.78 |   -9.97 |   -9.74 |       none
 22.910 |     FR |  SWING | UNSTABLE |    0.636 |   -9.97 |   13.90 |   -9.97 |   -9.74 |       none
 22.920 |     FR |  SWING | UNSTABLE |    0.637 |   -9.97 |   14.03 |   -9.97 |   -9.75 |       none
 22.930 |     FR |  SWING | UNSTABLE |    0.638 |   -9.97 |   14.15 |   -9.97 |   -9.75 |       none
 22.940 |     FR |  SWING | UNSTABLE |    0.639 |   -9.97 |   14.28 |   -9.97 |   -9.76 |       none
 22.950 |     FR |  SWING | UNSTABLE |    0.639 |   -9.97 |   14.40 |   -9.97 |   -9.76 |       none
 22.960 |     FR |  SWING | UNSTABLE |    0.640 |   -9.97 |   14.53 |   -9.97 |   -9.76 |       none
 22.970 |     FR |  SWING | UNSTABLE |    0.641 |   -9.97 |   14.65 |   -9.97 |   -9.77 |       none
 22.980 |     FR |  SWING | UNSTABLE |    0.641 |   -9.97 |   14.78 |   -9.97 |   -9.77 |       none
 22.990 |     FR |  SWING | UNSTABLE |    0.642 |   -9.97 |   14.90 |   -9.97 |   -9.78 |       none
 23.000 |     FR | STANCE |   STABLE |    0.643 |   -9.97 |   15.03 |   -9.97 |   -9.78 |       none
 23.010 |     FR | STANCE |   STABLE |    0.644 |   -9.97 |   14.90 |   -9.97 |   -9.78 |       none
 23.020 |     FR | STANCE |   STABLE |    0.644 |   -9.97 |   14.78 |   -9.97 |   -9.79 |       none
 23.030 |     FR | STANCE |   STABLE |    0.645 |   -9.97 |   14.65 |   -9.97 |   -9.79 |       none
 23.040 |     FR | STANCE |   STABLE |    0.646 |   -9.97 |   14.53 |   -9.97 |   -9.79 |       none
 23.050 |     FR | STANCE |   STABLE |    0.646 |   -9.97 |   14.40 |   -9.97 |   -9.80 |       none
 23.060 |     FR | STANCE |   STABLE |    0.647 |   -9.97 |   14.28 |   -9.97 |   -9.80 |       none
 23.070 |     FR | STANCE |   STABLE |    0.648 |   -9.97 |   14.15 |   -9.97 |   -9.80 |       none
 23.080 |     FR | STANCE |   STABLE |    0.649 |   -9.97 |   14.03 |   -9.97 |   -9.81 |       none
 23.090 |     FR | STANCE |   STABLE |    0.649 |   -9.97 |   13.90 |   -9.97 |   -9.81 |       none
 23.100 |     FR | STANCE |   STABLE |    0.650 |   -9.97 |   13.78 |   -9.97 |   -9.81 |       none
 23.110 |     FR | STANCE |   STABLE |    0.651 |   -9.97 |   13.65 |   -9.97 |   -9.81 |       none
 23.120 |     FR | STANCE |   STABLE |    0.651 |   -9.97 |   13.53 |   -9.97 |   -9.82 |       none
 23.130 |     FR | STANCE |   STABLE |    0.652 |   -9.97 |   13.40 |   -9.97 |   -9.82 |       none
 23.140 |     FR | STANCE |   STABLE |    0.653 |   -9.97 |   13.28 |   -9.97 |   -9.82 |       none
 23.150 |     FR | STANCE |   STABLE |    0.654 |   -9.97 |   13.15 |   -9.97 |   -9.83 |       none
 23.160 |     FR | STANCE |   STABLE |    0.654 |   -9.97 |   13.03 |   -9.97 |   -9.83 |       none
 23.170 |     FR | STANCE |   STABLE |    0.655 |   -9.97 |   12.90 |   -9.97 |   -9.83 |       none
 23.180 |     FR | STANCE |   STABLE |    0.656 |   -9.97 |   12.78 |   -9.97 |   -9.84 |       none
 23.190 |     FR | STANCE |   STABLE |    0.656 |   -9.97 |   12.65 |   -9.97 |   -9.84 |       none
 23.200 |     FR | STANCE |   STABLE |    0.657 |   -9.97 |   12.53 |   -9.97 |   -9.84 |       none
 23.210 |     FR | STANCE |   STABLE |    0.658 |   -9.97 |   12.40 |   -9.97 |   -9.85 |       none
 23.220 |     FR | STANCE |   STABLE |    0.659 |   -9.97 |   12.28 |   -9.97 |   -9.85 |       none
 23.230 |     FR | STANCE |   STABLE |    0.659 |   -9.97 |   12.15 |   -9.97 |   -9.85 |       none
 23.240 |     FR | STANCE |   STABLE |    0.660 |   -9.97 |   12.03 |   -9.97 |   -9.85 |       none
 23.250 |     FR | STANCE |   STABLE |    0.661 |   -9.97 |   11.90 |   -9.97 |   -9.86 |       none
 23.260 |     FR | STANCE |   STABLE |    0.661 |   -9.97 |   11.78 |   -9.97 |   -9.86 |       none
 23.270 |     FR | STANCE |   STABLE |    0.662 |   -9.97 |   11.65 |   -9.97 |   -9.86 |       none
 23.280 |     FR | STANCE |   STABLE |    0.663 |   -9.97 |   11.53 |   -9.97 |   -9.86 |       none
 23.290 |     FR | STANCE |   STABLE |    0.664 |   -9.97 |   11.40 |   -9.97 |   -9.86 |       none
 23.300 |     FR | STANCE |   STABLE |    0.664 |   -9.97 |   11.28 |   -9.97 |   -9.87 |       none
 23.310 |     FR | STANCE |   STABLE |    0.665 |   -9.97 |   11.15 |   -9.97 |   -9.87 |       none
 23.320 |     FR | STANCE |   STABLE |    0.666 |   -9.97 |   11.03 |   -9.97 |   -9.87 |       none
 23.330 |     FR | STANCE |   STABLE |    0.666 |   -9.97 |   10.90 |   -9.97 |   -9.87 |       none
 23.340 |     FR | STANCE |   STABLE |    0.667 |   -9.97 |   10.78 |   -9.97 |   -9.87 |       none
 23.350 |     FR | STANCE |   STABLE |    0.668 |   -9.97 |   10.65 |   -9.97 |   -9.88 |       none
 23.360 |     FR | STANCE |   STABLE |    0.669 |   -9.97 |   10.53 |   -9.97 |   -9.88 |       none
 23.370 |     FR | STANCE |   STABLE |    0.669 |   -9.97 |   10.40 |   -9.97 |   -9.88 |       none
 23.380 |     FR | STANCE |   STABLE |    0.670 |   -9.97 |   10.28 |   -9.97 |   -9.88 |       none
 23.390 |     FR | STANCE |   STABLE |    0.671 |   -9.97 |   10.15 |   -9.97 |   -9.88 |       none
 23.400 |     FR | STANCE |   STABLE |    0.671 |   -9.97 |   10.03 |   -9.97 |   -9.88 |       none
 23.410 |     FR | STANCE |   STABLE |    0.672 |   -9.97 |    9.90 |   -9.97 |   -9.89 |       none
