PHASE 7 - MASTER ANALYSIS LOG
Complete System Behavior — All Scenarios
=================================================================

SCENARIO: Ideal baseline
Final angle      : 91.401 deg
Final temperature: 25.0 C
Final performance: 1.000x
    Time |  Command |   Actual |    Error |   Velocity
   4.790 |   90.000 |   84.133 |    5.867 |     14.916
   4.800 |   90.000 |   84.281 |    5.719 |     14.828
   4.810 |   90.000 |   84.429 |    5.571 |     14.739
   4.820 |   90.000 |   84.575 |    5.425 |     14.649
   4.830 |   90.000 |   84.721 |    5.279 |     14.559
   4.840 |   90.000 |   84.866 |    5.134 |     14.468
   4.850 |   90.000 |   85.009 |    4.991 |     14.376
   4.860 |   90.000 |   85.152 |    4.848 |     14.283
   4.870 |   90.000 |   85.294 |    4.706 |     14.190
   4.880 |   90.000 |   85.435 |    4.565 |     14.096
   4.890 |   90.000 |   85.575 |    4.425 |     14.001
   4.900 |   90.000 |   85.714 |    4.286 |     13.906
   4.910 |   90.000 |   85.852 |    4.148 |     13.810
   4.920 |   90.000 |   85.989 |    4.011 |     13.714
   4.930 |   90.000 |   86.125 |    3.875 |     13.617
   4.940 |   90.000 |   86.261 |    3.739 |     13.520
   4.950 |   90.000 |   86.395 |    3.605 |     13.422
   4.960 |   90.000 |   86.528 |    3.472 |     13.323
   4.970 |   90.000 |   86.660 |    3.340 |     13.224
   4.980 |   90.000 |   86.792 |    3.208 |     13.125
   4.990 |   90.000 |   86.922 |    3.078 |     13.025
   5.000 |   90.000 |   87.051 |    2.949 |     12.924
   5.010 |   90.000 |   87.179 |    2.821 |     12.823
   5.020 |   90.000 |   87.307 |    2.693 |     12.722
   5.030 |   90.000 |   87.433 |    2.567 |     12.620
   5.040 |   90.000 |   87.558 |    2.442 |     12.518
   5.050 |   90.000 |   87.682 |    2.318 |     12.416
   5.060 |   90.000 |   87.805 |    2.195 |     12.313
   5.070 |   90.000 |   87.927 |    2.073 |     12.210
   5.080 |   90.000 |   88.048 |    1.952 |     12.106
   5.090 |   90.000 |   88.168 |    1.832 |     12.002
   5.100 |   90.000 |   88.287 |    1.713 |     11.898
   5.110 |   90.000 |   88.405 |    1.595 |     11.794
   5.120 |   90.000 |   88.522 |    1.478 |     11.689
   5.130 |   90.000 |   88.638 |    1.362 |     11.585
   5.140 |   90.000 |   88.753 |    1.247 |     11.479
   5.150 |   90.000 |   88.867 |    1.133 |     11.374
   5.160 |   90.000 |   88.979 |    1.021 |     11.269
   5.170 |   90.000 |   89.091 |    0.909 |     11.163
   5.180 |   90.000 |   89.201 |    0.799 |     11.057
   5.190 |   90.000 |   89.311 |    0.689 |     10.951
   5.200 |   90.000 |   89.419 |    0.581 |     10.845
   5.210 |   90.000 |   89.527 |    0.473 |     10.738
   5.220 |   90.000 |   89.633 |    0.367 |     10.632
   5.230 |   90.000 |   89.738 |    0.262 |     10.525
   5.240 |   90.000 |   89.843 |    0.157 |     10.419
   5.250 |   90.000 |   89.946 |    0.054 |     10.312
   5.260 |   90.000 |   90.048 |    0.048 |     10.205
   5.270 |   90.000 |   90.149 |    0.149 |     10.098
   5.280 |   90.000 |   90.249 |    0.249 |      9.992
   5.290 |   90.000 |   90.348 |    0.348 |      9.885
   5.300 |   90.000 |   90.445 |    0.445 |      9.778
   5.310 |   90.000 |   90.542 |    0.542 |      9.671
   5.320 |   90.000 |   90.638 |    0.638 |      9.564
   5.330 |   90.000 |   90.732 |    0.732 |      9.457
   5.340 |   90.000 |   90.826 |    0.826 |      9.350
   5.350 |   90.000 |   90.918 |    0.918 |      9.243
   5.360 |   90.000 |   91.009 |    1.009 |      9.136
   5.370 |   90.000 |   91.100 |    1.100 |      9.030
   5.380 |   90.000 |   91.189 |    1.189 |      8.923
   5.390 |   90.000 |   91.277 |    1.277 |      8.816
   5.400 |   90.000 |   91.364 |    1.364 |      8.710
   5.410 |   90.000 |   91.450 |    1.450 |      8.604
   5.420 |   90.000 |   91.535 |    1.535 |      8.497
   5.430 |   90.000 |   91.619 |    1.619 |      8.391
   5.440 |   90.000 |   91.702 |    1.702 |      8.285
   5.450 |   90.000 |   91.784 |    1.784 |      8.180
   5.460 |   90.000 |   91.865 |    1.865 |      8.074
   5.470 |   90.000 |   91.944 |    1.944 |      7.969
   5.480 |   90.000 |   92.023 |    2.023 |      7.863
   5.490 |   90.000 |   92.101 |    2.101 |      7.758
   5.500 |   90.000 |   92.177 |    2.177 |      7.653
   5.510 |   90.000 |   92.253 |    2.253 |      7.549
   5.520 |   90.000 |   92.327 |    2.327 |      7.444
   5.530 |   90.000 |   92.400 |    2.400 |      7.340
   5.540 |   90.000 |   92.473 |    2.473 |      7.236
   5.550 |   90.000 |   92.544 |    2.544 |      7.133
   5.560 |   90.000 |   92.614 |    2.614 |      7.029
   5.570 |   90.000 |   92.684 |    2.684 |      6.926
   5.580 |   90.000 |   92.752 |    2.752 |      6.823
   5.590 |   90.000 |   92.819 |    2.819 |      6.721
   5.600 |   90.000 |   92.885 |    2.885 |      6.618
   5.610 |   90.000 |   92.950 |    2.950 |      6.516
   5.620 |   90.000 |   93.015 |    3.015 |      6.415
   5.630 |   90.000 |   93.078 |    3.078 |      6.314
   5.640 |   90.000 |   93.140 |    3.140 |      6.213
   5.650 |   90.000 |   93.201 |    3.201 |      6.112
   5.660 |   90.000 |   93.261 |    3.261 |      6.012
   5.670 |   90.000 |   93.320 |    3.320 |      5.912
   5.680 |   90.000 |   93.378 |    3.378 |      5.812
   5.690 |   90.000 |   93.435 |    3.435 |      5.713
   5.700 |   90.000 |   93.492 |    3.492 |      5.614
   5.710 |   90.000 |   93.547 |    3.547 |      5.516
   5.720 |   90.000 |   93.601 |    3.601 |      5.418
   5.730 |   90.000 |   93.654 |    3.654 |      5.320
   5.740 |   90.000 |   93.706 |    3.706 |      5.223
   5.750 |   90.000 |   93.758 |    3.758 |      5.126
   5.760 |   90.000 |   93.808 |    3.808 |      5.029
   5.770 |   90.000 |   93.857 |    3.857 |      4.934
   5.780 |   90.000 |   93.906 |    3.906 |      4.838
   5.790 |   90.000 |   93.953 |    3.953 |      4.743
   5.800 |   90.000 |   93.999 |    3.999 |      4.648
   5.810 |   90.000 |   94.045 |    4.045 |      4.554
   5.820 |   90.000 |   94.090 |    4.090 |      4.460
   5.830 |   90.000 |   94.133 |    4.133 |      4.367
   5.840 |   90.000 |   94.176 |    4.176 |      4.274
   5.850 |   90.000 |   94.218 |    4.218 |      4.182
   5.860 |   90.000 |   94.259 |    4.259 |      4.090
   5.870 |   90.000 |   94.299 |    4.299 |      3.999
   5.880 |   90.000 |   94.338 |    4.338 |      3.908
   5.890 |   90.000 |   94.376 |    4.376 |      3.817
   5.900 |   90.000 |   94.413 |    4.413 |      3.728
   5.910 |   90.000 |   94.450 |    4.450 |      3.638
   5.920 |   90.000 |   94.485 |    4.485 |      3.549
   5.930 |   90.000 |   94.520 |    4.520 |      3.461
   5.940 |   90.000 |   94.554 |    4.554 |      3.373
   5.950 |   90.000 |   94.586 |    4.586 |      3.286
   5.960 |   90.000 |   94.618 |    4.618 |      3.199
   5.970 |   90.000 |   94.649 |    4.649 |      3.113
   5.980 |   90.000 |   94.680 |    4.680 |      3.027
   5.990 |   90.000 |   94.709 |    4.709 |      2.942
   6.000 |   90.000 |   94.738 |    4.738 |      2.858
   6.010 |   90.000 |   94.766 |    4.766 |      2.774
   6.020 |   90.000 |   94.792 |    4.792 |      2.690
   6.030 |   90.000 |   94.818 |    4.818 |      2.607
   6.040 |   90.000 |   94.844 |    4.844 |      2.525
   6.050 |   90.000 |   94.868 |    4.868 |      2.443
   6.060 |   90.000 |   94.892 |    4.892 |      2.362
   6.070 |   90.000 |   94.915 |    4.915 |      2.282
   6.080 |   90.000 |   94.937 |    4.937 |      2.201
   6.090 |   90.000 |   94.958 |    4.958 |      2.122
   6.100 |   90.000 |   94.978 |    4.978 |      2.043
   6.110 |   90.000 |   94.998 |    4.998 |      1.965
   6.120 |   90.000 |   95.017 |    5.017 |      1.887
   6.130 |   90.000 |   95.035 |    5.035 |      1.810
   6.140 |   90.000 |   95.052 |    5.052 |      1.734
   6.150 |   90.000 |   95.069 |    5.069 |      1.658
   6.160 |   90.000 |   95.085 |    5.085 |      1.582
   6.170 |   90.000 |   95.100 |    5.100 |      1.508
   6.180 |   90.000 |   95.114 |    5.114 |      1.434
   6.190 |   90.000 |   95.128 |    5.128 |      1.360
   6.200 |   90.000 |   95.141 |    5.141 |      1.287
   6.210 |   90.000 |   95.153 |    5.153 |      1.215
   6.220 |   90.000 |   95.164 |    5.164 |      1.143
   6.230 |   90.000 |   95.175 |    5.175 |      1.072
   6.240 |   90.000 |   95.185 |    5.185 |      1.002
   6.250 |   90.000 |   95.194 |    5.194 |      0.932
   6.260 |   90.000 |   95.203 |    5.203 |      0.863
   6.270 |   90.000 |   95.211 |    5.211 |      0.794
   6.280 |   90.000 |   95.218 |    5.218 |      0.726
   6.290 |   90.000 |   95.225 |    5.225 |      0.659
   6.300 |   90.000 |   95.230 |    5.230 |      0.592
   6.310 |   90.000 |   95.236 |    5.236 |      0.526
   6.320 |   90.000 |   95.240 |    5.240 |      0.461
   6.330 |   90.000 |   95.244 |    5.244 |      0.396
   6.340 |   90.000 |   95.248 |    5.248 |      0.332
   6.350 |   90.000 |   95.250 |    5.250 |      0.268
   6.360 |   90.000 |   95.252 |    5.252 |      0.205
   6.370 |   90.000 |   95.254 |    5.254 |      0.143
   6.380 |   90.000 |   95.255 |    5.255 |      0.081
   6.390 |   90.000 |   95.255 |    5.255 |      0.020
   6.400 |   90.000 |   95.254 |    5.254 |     -0.040
   6.410 |   90.000 |   95.253 |    5.253 |     -0.100
   6.420 |   90.000 |   95.252 |    5.252 |     -0.159
   6.430 |   90.000 |   95.250 |    5.250 |     -0.217
   6.440 |   90.000 |   95.247 |    5.247 |     -0.275
   6.450 |   90.000 |   95.244 |    5.244 |     -0.332
   6.460 |   90.000 |   95.240 |    5.240 |     -0.389
   6.470 |   90.000 |   95.235 |    5.235 |     -0.445
   6.480 |   90.000 |   95.230 |    5.230 |     -0.500
   6.490 |   90.000 |   95.225 |    5.225 |     -0.555
   6.500 |   90.000 |   95.219 |    5.219 |     -0.609
   6.510 |   90.000 |   95.212 |    5.212 |     -0.662
   6.520 |   90.000 |   95.205 |    5.205 |     -0.715
   6.530 |   90.000 |   95.197 |    5.197 |     -0.767
   6.540 |   90.000 |   95.189 |    5.189 |     -0.819
   6.550 |   90.000 |   95.180 |    5.180 |     -0.870
   6.560 |   90.000 |   95.171 |    5.171 |     -0.920
   6.570 |   90.000 |   95.161 |    5.161 |     -0.970
   6.580 |   90.000 |   95.151 |    5.151 |     -1.019
   6.590 |   90.000 |   95.141 |    5.141 |     -1.067
   6.600 |   90.000 |   95.129 |    5.129 |     -1.115
   6.610 |   90.000 |   95.118 |    5.118 |     -1.162
   6.620 |   90.000 |   95.106 |    5.106 |     -1.208
   6.630 |   90.000 |   95.093 |    5.093 |     -1.254
   6.640 |   90.000 |   95.080 |    5.080 |     -1.300
   6.650 |   90.000 |   95.067 |    5.067 |     -1.344
   6.660 |   90.000 |   95.053 |    5.053 |     -1.388
   6.670 |   90.000 |   95.038 |    5.038 |     -1.432
   6.680 |   90.000 |   95.024 |    5.024 |     -1.474
   6.690 |   90.000 |   95.009 |    5.009 |     -1.517
   6.700 |   90.000 |   94.993 |    4.993 |     -1.558
   6.710 |   90.000 |   94.977 |    4.977 |     -1.599
   6.720 |   90.000 |   94.961 |    4.961 |     -1.639
   6.730 |   90.000 |   94.944 |    4.944 |     -1.679
   6.740 |   90.000 |   94.927 |    4.927 |     -1.718
   6.750 |   90.000 |   94.909 |    4.909 |     -1.757
   6.760 |   90.000 |   94.891 |    4.891 |     -1.795
   6.770 |   90.000 |   94.873 |    4.873 |     -1.832
   6.780 |   90.000 |   94.854 |    4.854 |     -1.869
   6.790 |   90.000 |   94.835 |    4.835 |     -1.905
   6.800 |   90.000 |   94.816 |    4.816 |     -1.940
   6.810 |   90.000 |   94.796 |    4.796 |     -1.975
   6.820 |   90.000 |   94.776 |    4.776 |     -2.009
   6.830 |   90.000 |   94.755 |    4.755 |     -2.043
   6.840 |   90.000 |   94.735 |    4.735 |     -2.076
   6.850 |   90.000 |   94.714 |    4.714 |     -2.109
   6.860 |   90.000 |   94.692 |    4.692 |     -2.141
   6.870 |   90.000 |   94.670 |    4.670 |     -2.172
   6.880 |   90.000 |   94.648 |    4.648 |     -2.203
   6.890 |   90.000 |   94.626 |    4.626 |     -2.233
   6.900 |   90.000 |   94.603 |    4.603 |     -2.263
   6.910 |   90.000 |   94.580 |    4.580 |     -2.292
   6.920 |   90.000 |   94.557 |    4.557 |     -2.321
   6.930 |   90.000 |   94.534 |    4.534 |     -2.349
   6.940 |   90.000 |   94.510 |    4.510 |     -2.376
   6.950 |   90.000 |   94.486 |    4.486 |     -2.403
   6.960 |   90.000 |   94.462 |    4.462 |     -2.430
   6.970 |   90.000 |   94.437 |    4.437 |     -2.455
   6.980 |   90.000 |   94.412 |    4.412 |     -2.481
   6.990 |   90.000 |   94.387 |    4.387 |     -2.505
   7.000 |   90.000 |   94.362 |    4.362 |     -2.529
   7.010 |   90.000 |   94.336 |    4.336 |     -2.553
   7.020 |   90.000 |   94.311 |    4.311 |     -2.576
   7.030 |   90.000 |   94.285 |    4.285 |     -2.598
   7.040 |   90.000 |   94.259 |    4.259 |     -2.620
   7.050 |   90.000 |   94.232 |    4.232 |     -2.642
   7.060 |   90.000 |   94.205 |    4.205 |     -2.663
   7.070 |   90.000 |   94.179 |    4.179 |     -2.683
   7.080 |   90.000 |   94.152 |    4.152 |     -2.703
   7.090 |   90.000 |   94.124 |    4.124 |     -2.722
   7.100 |   90.000 |   94.097 |    4.097 |     -2.741
   7.110 |   90.000 |   94.069 |    4.069 |     -2.760
   7.120 |   90.000 |   94.042 |    4.042 |     -2.777
   7.130 |   90.000 |   94.014 |    4.014 |     -2.795
   7.140 |   90.000 |   93.986 |    3.986 |     -2.812
   7.150 |   90.000 |   93.957 |    3.957 |     -2.828
   7.160 |   90.000 |   93.929 |    3.929 |     -2.844
   7.170 |   90.000 |   93.900 |    3.900 |     -2.859
   7.180 |   90.000 |   93.871 |    3.871 |     -2.874
   7.190 |   90.000 |   93.843 |    3.843 |     -2.888
   7.200 |   90.000 |   93.814 |    3.814 |     -2.902
   7.210 |   90.000 |   93.784 |    3.784 |     -2.916
   7.220 |   90.000 |   93.755 |    3.755 |     -2.929
   7.230 |   90.000 |   93.726 |    3.726 |     -2.941
   7.240 |   90.000 |   93.696 |    3.696 |     -2.953
   7.250 |   90.000 |   93.667 |    3.667 |     -2.965
   7.260 |   90.000 |   93.637 |    3.637 |     -2.976
   7.270 |   90.000 |   93.607 |    3.607 |     -2.986
   7.280 |   90.000 |   93.577 |    3.577 |     -2.997
   7.290 |   90.000 |   93.547 |    3.547 |     -3.006
   7.300 |   90.000 |   93.517 |    3.517 |     -3.016
   7.310 |   90.000 |   93.487 |    3.487 |     -3.024
   7.320 |   90.000 |   93.456 |    3.456 |     -3.033
   7.330 |   90.000 |   93.426 |    3.426 |     -3.041
   7.340 |   90.000 |   93.395 |    3.395 |     -3.048
   7.350 |   90.000 |   93.365 |    3.365 |     -3.055
   7.360 |   90.000 |   93.334 |    3.334 |     -3.062
   7.370 |   90.000 |   93.303 |    3.303 |     -3.068
   7.380 |   90.000 |   93.273 |    3.273 |     -3.074
   7.390 |   90.000 |   93.242 |    3.242 |     -3.080
   7.400 |   90.000 |   93.211 |    3.211 |     -3.085
   7.410 |   90.000 |   93.180 |    3.180 |     -3.089
   7.420 |   90.000 |   93.149 |    3.149 |     -3.093
   7.430 |   90.000 |   93.118 |    3.118 |     -3.097
   7.440 |   90.000 |   93.087 |    3.087 |     -3.101
   7.450 |   90.000 |   93.056 |    3.056 |     -3.104
   7.460 |   90.000 |   93.025 |    3.025 |     -3.106
   7.470 |   90.000 |   92.994 |    2.994 |     -3.109
   7.480 |   90.000 |   92.963 |    2.963 |     -3.110
   7.490 |   90.000 |   92.932 |    2.932 |     -3.112
   7.500 |   90.000 |   92.901 |    2.901 |     -3.113
   7.510 |   90.000 |   92.870 |    2.870 |     -3.114
   7.520 |   90.000 |   92.838 |    2.838 |     -3.114
   7.530 |   90.000 |   92.807 |    2.807 |     -3.114
   7.540 |   90.000 |   92.776 |    2.776 |     -3.114
   7.550 |   90.000 |   92.745 |    2.745 |     -3.113
   7.560 |   90.000 |   92.714 |    2.714 |     -3.112
   7.570 |   90.000 |   92.683 |    2.683 |     -3.111
   7.580 |   90.000 |   92.652 |    2.652 |     -3.109
   7.590 |   90.000 |   92.621 |    2.621 |     -3.107
   7.600 |   90.000 |   92.590 |    2.590 |     -3.105
   7.610 |   90.000 |   92.559 |    2.559 |     -3.102
   7.620 |   90.000 |   92.528 |    2.528 |     -3.099
   7.630 |   90.000 |   92.497 |    2.497 |     -3.096
   7.640 |   90.000 |   92.466 |    2.466 |     -3.092
   7.650 |   90.000 |   92.435 |    2.435 |     -3.088
   7.660 |   90.000 |   92.404 |    2.404 |     -3.084
   7.670 |   90.000 |   92.373 |    2.373 |     -3.079
   7.680 |   90.000 |   92.342 |    2.342 |     -3.074
   7.690 |   90.000 |   92.312 |    2.312 |     -3.069
   7.700 |   90.000 |   92.281 |    2.281 |     -3.063
   7.710 |   90.000 |   92.251 |    2.251 |     -3.058
   7.720 |   90.000 |   92.220 |    2.220 |     -3.052
   7.730 |   90.000 |   92.190 |    2.190 |     -3.045
   7.740 |   90.000 |   92.159 |    2.159 |     -3.038
   7.750 |   90.000 |   92.129 |    2.129 |     -3.032
   7.760 |   90.000 |   92.099 |    2.099 |     -3.024
   7.770 |   90.000 |   92.068 |    2.068 |     -3.017
   7.780 |   90.000 |   92.038 |    2.038 |     -3.009
   7.790 |   90.000 |   92.008 |    2.008 |     -3.001
   7.800 |   90.000 |   91.978 |    1.978 |     -2.993
   7.810 |   90.000 |   91.949 |    1.949 |     -2.984
   7.820 |   90.000 |   91.919 |    1.919 |     -2.975
   7.830 |   90.000 |   91.889 |    1.889 |     -2.966
   7.840 |   90.000 |   91.860 |    1.860 |     -2.957
   7.850 |   90.000 |   91.830 |    1.830 |     -2.948
   7.860 |   90.000 |   91.801 |    1.801 |     -2.938
   7.870 |   90.000 |   91.771 |    1.771 |     -2.928
   7.880 |   90.000 |   91.742 |    1.742 |     -2.918
   7.890 |   90.000 |   91.713 |    1.713 |     -2.907
   7.900 |   90.000 |   91.684 |    1.684 |     -2.896
   7.910 |   90.000 |   91.655 |    1.655 |     -2.885
   7.920 |   90.000 |   91.627 |    1.627 |     -2.874
   7.930 |   90.000 |   91.598 |    1.598 |     -2.863
   7.940 |   90.000 |   91.570 |    1.570 |     -2.852
   7.950 |   90.000 |   91.541 |    1.541 |     -2.840
   7.960 |   90.000 |   91.513 |    1.513 |     -2.828
   7.970 |   90.000 |   91.485 |    1.485 |     -2.816
   7.980 |   90.000 |   91.457 |    1.457 |     -2.803
   7.990 |   90.000 |   91.429 |    1.429 |     -2.791
   8.000 |   90.000 |   91.401 |    1.401 |     -2.778

SCENARIO: With friction
Final angle      : 85.574 deg
Final temperature: 25.0 C
Final performance: 1.000x
